"node_id","longitude","latitude"
3263626859,103.6406007,1.4781422
3263626850,103.6434076,1.4786691
3263626848,103.6404985,1.4781476
3263569921,103.5845199,1.4755711
3263569915,103.5847702,1.474851
3263525313,103.5921169,1.4790199
3263525311,103.5944464,1.4786193
3263525309,103.5896826,1.4781144
3263525305,103.591928,1.4789978
3263506005,103.5915853,1.4788127
3263506003,103.5915476,1.4786434
3263506002,103.5923199,1.4788658
3263209865,103.5998816,1.5622454
3263209864,103.5999973,1.5623475
3263209863,103.5999672,1.5629643
3263209862,103.600083,1.5630629
3263182343,103.6580861,1.6196837
3263182342,103.6575011,1.6194977
3263182340,103.6581102,1.619571
3263182338,103.6575245,1.6193861
3263156850,103.6495873,1.6175971
3263156845,103.6551485,1.6186534
3263065620,103.6283055,1.6092987
3263065619,103.6285654,1.6088811
3263033072,103.7636578,1.5223638
3263033067,103.7618321,1.5208779
3263033065,103.7636616,1.5224225
3263032560,103.7641307,1.5214204
3263028010,103.7610102,1.524211
3263018281,103.7550885,1.5286006
3263014648,103.7550364,1.5268013
3263014647,103.755133,1.5270158
3263012407,103.7453114,1.532904
3262984364,103.657932,1.5767679
3262977151,103.6537382,1.5788255
3262977148,103.6565872,1.5792149
3262972376,103.6522211,1.5794488
3262935562,103.6138984,1.607267
3262862461,103.5568805,1.6449015
3262861858,103.5543186,1.6496213
3262844286,103.5496264,1.6506897
3262840276,103.5518898,1.6493593
3262840275,103.5562847,1.6453975
3262840271,103.5528009,1.6485924
3262825355,103.5088705,1.6567841
3262825354,103.5038134,1.6593495
3262825353,103.5036931,1.6595219
3262811691,103.4500912,1.7054617
3262789958,103.3504962,1.7672418
3262789953,103.3544927,1.7637332
3262789950,103.350107,1.7674729
3262789949,103.354505,1.7638434
3262774132,103.3290456,1.7876222
3262774131,103.3349266,1.7820446
3262774130,103.3286807,1.7878336
3262774129,103.328964,1.7875644
3262774128,103.3348573,1.7819757
3262774127,103.3287598,1.7878937
3262750921,103.3210755,1.7951913
3262750044,103.3227501,1.7934686
3251317534,103.5875324,1.4008061
3251317498,103.8544037,1.3134977
3251317497,103.8551354,1.3133
3251317496,103.8558212,1.3123228
3251145599,103.7790732,1.4106747
3251145597,103.7787711,1.4105494
3251145573,103.7879577,1.4050248
3251145569,103.7885879,1.4046953
3251145568,103.7883927,1.4046373
3251145567,103.7937402,1.404637
3251145565,103.7884518,1.4044693
3251145562,103.788676,1.4042315
3251145561,103.7886493,1.4042274
3251145360,103.7882612,1.4041781
3251145358,103.8116875,1.4036045
3251145331,103.8375209,1.3487904
3251145329,103.8375609,1.3487213
3251145280,103.8366504,1.3407084
3250550097,103.7899222,1.284654
3249289061,103.7568217,1.5640106
3247469849,103.8439541,1.3411952
3242347474,103.863596,1.4816135
3242347473,103.8631946,1.4819167
3242347464,103.8691407,1.4783018
3242347462,103.8695408,1.4794445
3242347461,103.8687625,1.4787389
3240692289,103.8691006,1.4756468
3240692288,103.8698166,1.4762766
3240692287,103.8687735,1.4760122
3240692286,103.8694928,1.4766383
3240692285,103.8684523,1.4763721
3240692284,103.8691681,1.477001
3240692283,103.8681176,1.4767504
3240692282,103.8688032,1.4774085
3240692281,103.8677849,1.4771263
3240692280,103.8684663,1.4777848
3240692279,103.8681012,1.4781926
3240692278,103.8671092,1.4778862
3240692277,103.8677877,1.4785428
3240692276,103.8667747,1.4782604
3240692275,103.8674883,1.4788772
3240692274,103.8664555,1.4786174
3240692273,103.8671543,1.4792503
3240692272,103.8661172,1.4789972
3240692271,103.8668216,1.4796219
3240692270,103.8701331,1.4759231
3240692267,103.8674228,1.4775356
3240692265,103.8657451,1.479416
3240692264,103.8638611,1.4790963
3240692263,103.865757,1.4808038
3240692262,103.8639542,1.4784381
3240692261,103.8661107,1.4804125
3240692258,103.8711455,1.4804703
3240692256,103.8708184,1.480174
3240692255,103.8704387,1.4798402
3240692253,103.8700513,1.4794929
3240692247,103.8705163,1.4818986
3240692246,103.8704537,1.4819705
3240692244,103.8688296,1.480749
3240692243,103.8699472,1.4817801
3240692242,103.86694,1.4818418
3240692241,103.8664012,1.4813725
3240692233,103.8695714,1.4797793
3240692231,103.8678746,1.4818082
3240692230,103.8700644,1.4801821
3240692228,103.86959,1.4803134
3240692223,103.8677585,1.481708
3240692222,103.8688002,1.4795256
3240692221,103.8671364,1.4814086
3240692220,103.8715432,1.4764577
3240692219,103.8698996,1.4782867
3240692218,103.8702713,1.4786267
3240692217,103.8691682,1.4798662
3240692216,103.8684013,1.4791563
3240692215,103.8693438,1.4800288
3240692209,103.8643467,1.47811
3240692208,103.8638696,1.4785087
3240692206,103.8699565,1.4747347
3240692205,103.869728,1.4743041
3240692197,103.8674159,1.4677579
3240692194,103.8664785,1.4696256
3240692193,103.8658173,1.4691415
3240692179,103.8679362,1.4696992
3240692177,103.8691968,1.4682834
3240692176,103.8687945,1.4697582
3240692167,103.8700835,1.4734986
3240692165,103.8695334,1.4733245
3240692164,103.8693782,1.4738638
3240692162,103.8701095,1.4736147
3240376803,103.8675648,1.5134318
3231570345,103.8917821,1.3691208
3231570341,103.8910778,1.3705538
3231570339,103.8908265,1.3703097
3231570338,103.8907508,1.370382
3231570332,103.8860309,1.3624301
3231570329,103.8875285,1.3632977
3231570324,103.8875032,1.3641002
3231570323,103.8871042,1.3637517
3231570322,103.8862609,1.3640117
3231570312,103.8849787,1.3647836
3231570271,103.8927686,1.3623095
3231570270,103.8915577,1.3623496
3231570269,103.892784,1.3617089
3231570268,103.8922924,1.3616475
3231570267,103.892214,1.3623249
3231570266,103.8923166,1.3614381
3230826323,103.0918387,1.8214611
3227698608,103.7302503,1.4456408
3227698606,103.7307484,1.4456068
3227698605,103.7311315,1.4458634
3227698594,103.731243,1.4457899
3227698593,103.7317526,1.4462358
3227698586,103.7362393,1.4439852
3227698584,103.7356199,1.4437008
3227698581,103.7362067,1.4435707
3227698579,103.7343143,1.4394326
3227698575,103.7350684,1.4404738
3227698571,103.7354733,1.4408227
3227698566,103.7364667,1.4411057
3227441271,103.7896848,1.4990226
3227441270,103.7895693,1.4991593
3224452945,103.8374525,1.3371576
3224452943,103.8393649,1.3371009
3221593392,103.7346425,1.4397
3221593391,103.7348065,1.4392919
3221593389,103.7337739,1.4393935
3221593387,103.7343552,1.4394667
3221593385,103.7354123,1.4401291
3221593378,103.7349843,1.4399777
3221378130,103.7355026,1.4404656
3221378128,103.7359425,1.4404227
3221378089,103.7381272,1.4387736
3221378088,103.7381313,1.4386204
3221378087,103.7375377,1.4388062
3221378084,103.7374841,1.4386029
3221378083,103.7339651,1.4391479
3221378082,103.7336724,1.4388425
3221378080,103.7334285,1.4388424
3221378079,103.7335305,1.4391596
3221378078,103.7331927,1.4388423
3221378077,103.7333108,1.4391655
3221378076,103.7329569,1.4388422
3221378075,103.7338551,1.4388426
3221378074,103.7338025,1.4386202
3221378069,103.7327455,1.4388422
3221378068,103.7327455,1.4386199
3221064659,103.9432118,1.036449
3220820799,103.6393615,1.4679098
3220820795,103.6394069,1.4678602
3220245069,103.7696517,1.3526429
3219802515,103.7898592,1.3033364
3219802514,103.7890143,1.302835
3219032882,103.9158274,1.4958626
3219032881,103.915101,1.4952232
3219032880,103.9145224,1.4950473
3218890811,103.9297742,1.3750076
3218890808,103.9340139,1.3753411
3218890805,103.9337337,1.3745661
3218890804,103.9341493,1.3751824
3272332198,103.886357,1.3747261
3218695784,103.8548672,1.2889091
3218343262,103.6826575,1.4967082
3218343261,103.6824921,1.4965676
3218342660,103.6817488,1.4940884
3218342659,103.681577,1.4940492
3218333285,103.7877785,1.3052095
3218333164,103.7853947,1.3078292
3218333162,103.7852728,1.3075533
3218273999,103.6825192,1.4991294
3218243062,103.6814107,1.4719562
3218243061,103.6781139,1.4726322
3218239351,103.6813221,1.4718376
3218239350,103.6778015,1.4727477
3216045860,103.581672,1.6762879
3216045859,103.6041114,1.6744469
3216045858,103.5960206,1.6715968
3216045857,103.5776879,1.6685424
3216045856,103.5674881,1.6683931
3216045855,103.5694507,1.6682822
3216045853,103.6041362,1.6681079
3216045851,103.5673545,1.6678495
3216045850,103.5694208,1.6677284
3216045849,103.5706853,1.6676543
3216045848,103.6038563,1.6674692
3216045845,103.5693809,1.6671773
3216045844,103.5672911,1.6671561
3216045839,103.5706615,1.6669413
3216045830,103.5891253,1.6658624
3216045829,103.5751268,1.665571
3216045828,103.5895227,1.6653972
3216045825,103.5928074,1.6636372
3216045824,103.5892683,1.6634834
3216045823,103.5922571,1.663135
3216045818,103.5625719,1.661934
3216045817,103.5899608,1.661933
3216045816,103.5636547,1.6616643
3216045813,103.5890214,1.6613106
3216045805,103.5705198,1.6592744
3216045803,103.5677416,1.6586764
3216045802,103.5679001,1.6585504
3216045801,103.5676107,1.6584896
3216045800,103.567767,1.6583611
3216045798,103.6359476,1.6578024
3216045796,103.5858544,1.657457
3216045792,103.586236,1.6568723
3216045791,103.5868561,1.6567946
3216045789,103.5673989,1.656648
3216045781,103.5880317,1.6553037
3216045779,103.5891294,1.6538341
3216045778,103.5878216,1.6536095
3216045775,103.5882464,1.6528502
3216045774,103.5880546,1.6526366
3216045773,103.5905151,1.6525768
3216045763,103.592275,1.6508298
3216039360,103.591988,1.6507492
3216039357,103.5921371,1.6506782
3216039355,103.5897433,1.6506533
3216039351,103.590425,1.6499793
3216039348,103.5944776,1.6490597
3216039346,103.5766289,1.6486348
3216039342,103.5769763,1.6482532
3212392456,103.8142443,1.2773671
3212392445,103.8134319,1.2778831
3212392444,103.8134319,1.2778831
3212392442,103.8135155,1.2779441
3212392418,103.8144241,1.277035
3207282244,103.7866125,1.3079093
3207277633,103.7846738,1.3072122
3207277631,103.7852349,1.3070679
3207274262,103.7993208,1.3068143
3207198274,103.7116184,1.346497
3207198273,103.7114219,1.3463602
3207155750,103.7857377,1.3707907
3207155739,103.7859074,1.3675408
3207155738,103.7836037,1.3664804
3206158839,104.4650771,0.9292702
3206158837,104.5043632,0.9291623
3206158836,104.5040244,0.9291572
3206158835,104.5052012,0.9291464
3206158834,104.5032967,0.929112
3206158831,104.4669928,0.9290173
3206158829,104.4654937,0.9289526
3206158828,104.5041796,0.9289319
3206158827,104.5049996,0.9289303
3206158820,104.5040248,0.9287377
3206158819,104.4654728,0.9287357
3206158818,104.5048152,0.9287291
3206158816,104.5036708,0.9287056
3206158814,104.4660283,0.928541
3206158812,104.5038554,0.928525
3206158809,104.4660207,0.9284409
3206158808,104.4653492,0.9284295
3206158807,104.4703576,0.9284262
3206158798,104.5052574,0.9282828
3206158793,104.5042628,0.9281266
3206158791,104.5050832,0.9280755
3206158741,104.4651616,0.9262845
3206158731,104.4739242,0.9258811
3206158727,104.4804339,0.9257868
3206158725,104.4730942,0.9257208
3206158722,104.4724245,0.9255917
3206158721,104.472543,0.9254956
3206158702,104.4743455,0.9246555
3206158700,104.4752417,0.9246293
3206158695,104.4741217,0.9245293
3206158684,104.4749127,0.9241994
3206158680,104.4941762,0.9240372
3206158664,104.493006,0.923693
3206158514,104.4923207,0.9219791
3206158513,104.4631115,0.921973
3206158478,104.5168342,0.9216463
3206158477,104.475531,0.9216446
3206158476,104.4908396,0.9216402
3206158475,104.5147688,0.9216266
3206158470,104.5203852,0.9215716
3206158469,104.4846184,0.9215606
3206158468,104.4900274,0.9215584
3206158462,104.5176889,0.9214739
3206158360,104.4631949,0.9236409
3206158359,104.4747184,0.9236303
3206158355,104.462097,0.9236127
3206158349,104.5162511,0.92354
3206158348,104.4879979,0.9235144
3206158347,104.4626111,0.9235115
3206158346,104.4955127,0.9234828
3206158345,104.5173537,0.9234623
3206158344,104.4905924,0.9234342
3206158341,104.4909755,0.9233927
3206158337,104.5160436,0.9225175
3206158334,104.5155647,0.9224701
3206158333,104.4584209,0.9224573
3206158331,104.4596973,0.9224379
3206158329,104.4636713,0.9224128
3206158328,104.5173368,0.9223876
3206158323,104.4641419,0.9223335
3206158319,104.4612608,0.9223114
3206158317,104.5209656,0.9222739
3206158315,104.5158695,0.9222723
3206158312,104.4660833,0.9222358
3206158311,104.5107511,0.9221838
3206158310,104.5171963,0.922177
3206158304,104.490666,0.9221262
3206158303,104.4903973,0.9221171
3206158302,104.4913224,0.9221135
3206158296,104.48967,0.9220665
3206158292,104.5134279,0.9220071
3206158249,104.4656612,0.9307767
3206158246,104.5042704,0.9299359
3206158244,104.5044983,0.9297624
3206158239,104.5046681,0.9295511
3206158231,104.504529,0.9293704
3206158229,104.4660893,0.9293444
3206158227,104.5038117,0.9293243
3206158223,104.5037885,0.9292934
3206158155,104.5179745,0.9214184
3206158131,104.4610503,0.9205675
3206158130,104.4915068,0.9205601
3206158115,104.4926737,0.9204093
3206158114,104.5193741,0.9204072
3206158112,104.4977369,0.9203849
3206158110,104.491555,0.9203683
3206158109,104.4983133,0.9203669
3206158103,104.4790356,0.9203405
3206158099,104.4722619,0.9202923
3206158089,104.5168057,0.9202317
3206158076,104.4814687,0.9200737
3206158074,104.4978616,0.9200579
3206158060,104.5165954,0.9199338
3206158055,104.4742244,0.9199083
3206158052,104.4927815,0.9198541
3206158049,104.5141751,0.9198401
3206158045,104.4729263,0.9198172
3206158041,104.5182851,0.919777
3206158039,104.4621756,0.9197386
3206158036,104.4837023,0.9197233
3206158032,104.483166,0.9197147
3206158029,104.4834382,0.9196997
3206158025,104.4741558,0.9196825
3206158015,104.4838034,0.9189694
3206158013,104.5138758,0.9189542
3206157999,104.4916995,0.9187495
3206157998,104.5173259,0.9187299
3206157994,104.4748238,0.9185947
3206157983,104.4787102,0.918446
3206157982,104.5178195,0.9184407
3206157980,104.4732464,0.9183954
3206157979,104.4787045,0.9183951
3206157977,104.4751396,0.9183664
3206157975,104.5140357,0.9182786
3206157967,104.4819897,0.9181719
3206157965,104.4735751,0.918158
3206157964,104.4754454,0.9181453
3206157963,104.5177508,0.9181384
3206157961,104.4797927,0.9180971
3206157956,104.4729899,0.9180337
3206157952,104.4738772,0.9179398
3206157940,104.4761111,0.9172223
3206157937,104.4893008,0.9171814
3206157933,104.4882325,0.9170902
3206157931,104.4761948,0.9170771
3206157929,104.4814821,0.9170657
3206157928,104.4678548,0.9170526
3206157927,104.475123,0.9170398
3206157924,104.4869702,0.916962
3206157918,104.4764026,0.9167876
3206157891,104.4730826,0.9156998
3206157889,104.4733331,0.9156231
3206157887,104.4723832,0.9155602
3206157886,104.5177214,0.9155409
3206157883,104.4729373,0.915299
3206157881,104.4721681,0.9152531
3206157879,104.4715685,0.915175
3206157876,104.4733167,0.914995
3206157875,104.4727624,0.9149762
3206157869,104.4806859,0.9148854
3206157867,104.4695312,0.9148361
3206157865,104.4738472,0.9140763
3206157863,104.4757473,0.9140318
3206157835,104.4932602,0.9233725
3206157833,104.4624326,0.9233033
3206157831,104.5159622,0.9232713
3206157829,104.5162294,0.9232583
3206157828,104.4641613,0.9232566
3206157827,104.472819,0.9232515
3206157824,104.4638989,0.9232351
3206157822,104.5155553,0.923231
3206157821,104.516586,0.9232202
3206157817,104.4730435,0.9231622
3206157799,104.4734772,0.922814
3206157783,104.4829698,0.9129838
3206157778,104.5192883,0.9129495
3206157770,104.4875619,0.9128381
3206157724,104.4839637,0.9165693
3206157723,104.4765834,0.9165359
3206157717,104.4828509,0.9163139
3206157714,104.4767674,0.9162796
3206157712,104.4686035,0.9162432
3206157674,104.4814232,0.9130771
3206157669,104.4653329,0.9130291
3206157627,104.4733578,0.9142729
3206157622,104.477691,0.9141042
3206157612,104.4692767,0.9114676
3206157607,104.4663194,0.9114384
3206157588,104.4812482,0.9104249
3206157578,104.4756635,0.9103056
3206157573,104.4667939,0.9102612
3206157568,104.5187791,0.9102044
3206157563,104.4782144,0.9100697
3206157534,104.5145221,0.9212976
3206157533,104.4850065,0.9212821
3206157532,104.5180092,0.9212779
3206157531,104.4983586,0.9212767
3206157530,104.4839009,0.9212705
3206157528,104.5179991,0.9212668
3206157527,104.4831379,0.9212547
3206157525,104.5178686,0.9212432
3206157524,104.4909826,0.9212401
3206157523,104.5122391,0.9212377
3206157517,104.4909927,0.9212088
3206157516,104.5212693,0.9212066
3206157515,104.4835081,0.9212059
3206157514,104.5175199,0.9212014
3206157513,104.499121,0.9211998
3206157451,104.4661061,0.912442
3206157444,104.4663051,0.9123828
3206157436,104.4771923,0.9120436
3206157434,104.4767623,0.912006
3206157433,104.518556,0.9119848
3206157430,104.4680717,0.9119605
3206157427,104.4671215,0.9118524
3206157425,104.4678466,0.9118105
3206157423,104.5188996,0.9117916
3206157422,104.5189472,0.9117649
3206157421,104.4703104,0.9117632
3206157420,104.472,0.9117519
3206157419,104.4666763,0.9117336
3206157418,104.4674972,0.91173
3206157360,104.4673414,0.9123776
3206157359,104.5180664,0.9123556
3206157356,104.464748,0.9123172
3206157353,104.466618,0.9122614
3206157350,104.5181599,0.9122305
3206157349,104.4667716,0.9122018
3206157348,104.4754119,0.9122004
3206157346,104.4794479,0.9121947
3206157344,104.4731912,0.9121892
3206157343,104.4720019,0.9121873
3206157341,104.4745049,0.9121709
3206157337,104.4697019,0.9121325
3206157336,104.5182986,0.9121295
3206157335,104.4680594,0.9110576
3206157332,104.4796232,0.9109882
3206157331,104.4700293,0.910932
3206157329,104.4849991,0.910918
3206157327,104.4654758,0.9108641
3206157325,104.4729057,0.9108189
3206157313,104.4795192,0.9106001
3206157312,104.4760059,0.910593
3206157264,104.4739047,0.9039308
3206157212,104.4667693,0.9065397
3206157211,104.4674252,0.9065123
3206157210,104.4721982,0.9064986
3206157205,104.466832,0.9063717
3206157204,104.4674441,0.9063581
3206157203,104.4680409,0.9063384
3206157202,104.4674561,0.9062598
3206157201,104.4868266,0.9062488
3206157200,104.4757623,0.9062232
3206157199,104.4647441,0.9061677
3206157197,104.4713801,0.9060064
3206157196,104.4738913,0.9057396
3206157195,104.4721803,0.9057289
3206157193,104.4731365,0.9057146
3206157190,104.4734013,0.9055442
3206157188,104.4626763,0.9055209
3206157187,104.4756425,0.9055108
3206157185,104.4618071,0.9054343
3206157184,104.4655292,0.9054232
3206157183,104.4615085,0.9054009
3206157182,104.4736568,0.9053798
3206157181,104.4612594,0.9053726
3206157167,104.461591,0.904836
3206157166,104.4613402,0.9047863
3206157165,104.4611018,0.9047524
3206157164,104.4654819,0.9046972
3206157163,104.4608192,0.9046831
3206157162,104.4746404,0.9035119
3206157161,104.4697662,0.9035004
3206157155,104.4751058,0.9031826
3206157151,104.4707218,0.9030699
3206157147,104.4731403,0.9029284
3206157146,104.4694989,0.9021591
3206157145,104.4696643,0.902107
3206157143,104.4710634,0.9020858
3206157142,104.4718657,0.9020814
3206157141,104.4721016,0.9020801
3206157140,104.4705755,0.901779
3206157139,104.4696558,0.901755
3206157138,104.4723069,0.9016791
3206157135,104.4682253,0.9003696
3206157134,104.4660016,0.9002891
3206157133,104.4673889,0.9002611
3206157132,104.4664898,0.9001414
3206157131,104.4677684,0.9001218
3206157130,104.4670353,0.8997662
3206157126,104.4692241,0.8993298
3206157125,104.4674602,0.8993232
3206157123,104.465901,0.8992598
3206157121,104.4710729,0.8992207
3206157120,104.4686079,0.898897
3206157119,104.4703269,0.8986978
3206157090,104.4675585,0.8971831
3206157089,104.469713,0.8969511
3206157088,104.4679122,0.8968738
3206157085,104.4801423,0.8967227
3206157074,104.4797589,0.8951189
3206157068,104.4978721,0.8816284
3206155860,104.4719367,0.9099588
3206155859,104.4764874,0.9099483
3206155856,104.4780122,0.9098694
3206155855,104.4793219,0.9098565
3206155854,104.4794347,0.90981
3206155851,104.4778026,0.9096619
3206155849,104.4659494,0.9096446
3206155847,104.4729984,0.9095883
3206155845,104.4739146,0.908791
3206155844,104.4810163,0.9087269
3206155842,104.4780057,0.9086959
3206155840,104.4801506,0.9086718
3206155832,104.476595,0.9085001
3206155831,104.4821419,0.9084815
3206155830,104.4732074,0.9084576
3206155244,104.4735989,0.9193276
3206155241,104.4738745,0.9192812
3206155240,104.5137401,0.9192627
3206155238,104.4912333,0.9192499
3206155237,104.5165685,0.9192222
3206155234,104.5150466,0.9191569
3206155230,104.5141908,0.9191174
3206155229,104.5166823,0.9191079
3206155228,104.4822332,0.9190788
3206155227,104.4864962,0.9190653
3206155226,104.4804741,0.9190581
3206155225,104.4742043,0.9190426
3206155224,104.4733164,0.9190048
3206155222,104.4913731,0.9189836
3206155221,104.5156638,0.918973
3206154360,104.4737281,0.9035658
3206154359,104.4718697,0.9016739
3206154358,104.4710724,0.9016644
3206154357,104.4653483,0.9016454
3206154355,104.4696498,0.9015788
3206154353,104.4643208,0.9015184
3206154351,104.4705582,0.9014512
3206154350,104.4703436,0.9014458
3206154347,104.4663182,0.9013849
3206154346,104.4652429,0.9012676
3206154344,104.4642397,0.9012168
3206154342,104.4699197,0.9011926
3206154341,104.4662084,0.9010049
3206154340,104.4678988,0.9008453
3206154339,104.4668441,0.9008
3206154338,104.4661213,0.9007032
3206154336,104.466726,0.9005044
3206154335,104.4678149,0.9004362
3206148458,104.4985728,0.9208832
3206148456,104.4904133,0.9208557
3206148454,104.4604866,0.9208303
3206148448,104.5163616,0.9207945
3206148438,104.498151,0.9206363
3206148429,104.5149956,0.9195342
3206147488,104.4760069,0.9177206
3206147486,104.4741932,0.9177115
3206147483,104.47274,0.9176813
3206147482,104.4727198,0.9176529
3206147477,104.5140117,0.9175785
3206147476,104.5154473,0.9175541
3206147475,104.5141156,0.9175152
3206147470,104.5152196,0.9174771
3206147468,104.4927352,0.9174744
3206147465,104.4748273,0.9172534
3206147464,104.4815059,0.9172307
3206146936,104.5181746,0.9211571
3206146933,104.4902778,0.9211432
3206146932,104.4633859,0.9211364
3206146931,104.4826123,0.9211114
3206146930,104.5143808,0.9211091
3206146929,104.5201771,0.9211056
3206146928,104.5127493,0.9210412
3206146927,104.5166506,0.9210262
3206146924,104.497924,0.921013
3206146923,104.5184074,0.9210115
3206146921,104.4829794,0.9209973
3206146920,104.5173895,0.9209716
3206146918,104.4910495,0.920926
3206073400,103.8606234,1.2862904
3205727896,103.8176469,1.3206802
3205722806,103.8295995,1.324557
3205722802,103.8260427,1.3223475
3205722800,103.8256792,1.3222211
3205722799,103.8262486,1.3221096
3205722797,103.8260115,1.3220849
3205722793,103.8259404,1.3218988
3205722779,103.8167044,1.3154272
3205722769,103.815309,1.3144268
3205722766,103.8153624,1.3142603
3205720557,103.8156354,1.3132203
3205720548,103.8172014,1.3112364
3205720546,103.8172809,1.3110446
3205720540,103.8168368,1.3109021
3205720537,103.8174371,1.3105486
3205720534,103.8172069,1.3103623
3205720531,103.8163642,1.3101338
3205673891,103.8718989,1.2862266
3205664777,103.8279734,1.3334889
3205664775,103.8290286,1.3329051
3205662145,103.844727,1.2926549
3205661085,103.8449453,1.2965786
3205661084,103.8452266,1.2962394
3205661079,103.8447329,1.2956131
3205661073,103.8451757,1.2950353
3205661072,103.8447815,1.2947168
3205661071,103.8452621,1.2945224
3205661070,103.8474617,1.2936715
3205661066,103.8456517,1.2928799
3205661063,103.8464358,1.2926549
3205661061,103.8462081,1.2923867
3205660957,103.8351303,1.3422817
3205660955,103.8322035,1.3405743
3205660954,103.8321684,1.3402945
3205660558,103.8468116,1.2919907
3205660556,103.8479085,1.2916607
3205575231,103.8595173,1.3059199
3205506535,103.8387094,1.3313291
3205506533,103.8389651,1.3313004
3205506532,103.8387827,1.3312426
3205506531,103.8389258,1.3312353
3205506530,103.8387448,1.3312306
3205506529,103.838869,1.3311323
3205506528,103.8387892,1.331107
3205496516,103.8382538,1.328205
3205496512,103.8375804,1.327693
3205325635,103.9090874,1.4101653
3205304153,103.7829433,1.4233354
3205304149,103.7842723,1.4219451
3205304145,103.7829228,1.4223625
3205304143,103.7846438,1.4198226
3205304130,103.7825885,1.4197945
3205304125,103.7847268,1.4209709
3205304124,103.6946158,1.2656288
3205304119,103.6967391,1.2653581
3205304118,103.6967463,1.2651798
3205304114,103.6966307,1.2653545
3205304113,103.6966418,1.2651851
3205304101,103.712385,1.2742331
3205304100,103.711807,1.2731143
3205304099,103.7142146,1.2744136
3205304097,103.7135685,1.2735734
3205304096,103.8336697,1.2513169
3205304087,103.8370469,1.2477375
3205125379,104.149952,1.3902836
3204626023,104.5235203,0.9136879
3204626022,104.5236704,0.9136504
3204626021,104.5233247,0.9134092
3204626018,104.5239556,0.9132275
3204616072,104.3413112,1.1883054
3204613776,104.341169,1.181883
3204613669,104.3237335,1.1333947
3204613665,104.3207116,1.1333078
3204613664,104.3279959,1.133268
3204613643,104.3243341,1.132023
3204613639,104.3241823,1.1314539
3204613609,104.2967044,1.1288786
3204613598,104.3225388,1.1267046
3204613504,104.321741,1.1273672
3204613188,104.3414811,1.1129836
3204613103,104.358196,1.1076038
3204613090,104.3553723,1.1072789
3204612958,104.3059892,1.1063365
3204612645,104.296346,1.0976757
3204612571,104.231687,1.0805821
3204612384,104.2589957,1.069473
3204612355,104.2279602,1.0826759
3204612349,104.3321254,1.0825571
3204612226,104.2427326,1.0605369
3204612214,104.3251254,1.0560203
3204612213,104.246194,1.0559874
3204612193,104.3235096,1.0544523
3204612165,104.2397009,1.0525648
3204612120,104.3411974,1.1124886
3204612086,104.3587324,1.1099267
3204612045,104.4171617,1.0602386
